taxon,lineage,conflict,ambiguity_score,scorpio_call,scorpio_support,scorpio_conflict,version,pangolin_version,pangoLEARN_version,pango_version,status,note
SEARCH-11341,B.1.429,0.0,0.9985187435907175,Epsilon (B.1.427/429-like),1.000000,0.000000,PLEARN-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,scorpio call: Alt alleles 11; Ref alleles 0; Amb alleles 0
SEARCH-11342,B.1.429,0.0,0.9995826535645179,Epsilon (B.1.427/429-like),1.000000,0.000000,PLEARN-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,scorpio call: Alt alleles 11; Ref alleles 0; Amb alleles 0
SEARCH-11343,B.1.427,0.0,0.9751642115900346,,,,PLEARN-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,
SEARCH-11345,B.1.429,0.0,0.9995826535645179,Epsilon (B.1.427/429-like),1.000000,0.000000,PLEARN-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,scorpio call: Alt alleles 11; Ref alleles 0; Amb alleles 0
SEARCH-11346,B.1.429,0.0,0.9995067349649023,Epsilon (B.1.427/429-like),1.000000,0.000000,PLEARN-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,scorpio call: Alt alleles 11; Ref alleles 0; Amb alleles 0
SEARCH-11347,B.1.2,0.0,0.9982524124306663,,,,PLEARN-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,
SEARCH-11348,B.1.1.7,0.0,0.9997723996661861,Alpha (B.1.1.7-like),0.782600,0.130400,PLEARN-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,scorpio call: Alt alleles 18; Ref alleles 3; Amb alleles 0
SEARCH-11349,B.1.429,0.0,0.9995067349649023,Epsilon (B.1.427/429-like),1.000000,0.000000,PLEARN-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,scorpio call: Alt alleles 11; Ref alleles 0; Amb alleles 0
SEARCH-11350,B.1.429,0.0,0.9723683697727893,Epsilon (B.1.427/429-like),0.909100,0.000000,PLEARN-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,scorpio call: Alt alleles 10; Ref alleles 0; Amb alleles 1
SEARCH-11351,B.1.427,0.0,0.9888407408827703,,,,PLEARN-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,
SEARCH-11353,B.1.429,0.0,1.0,Epsilon (B.1.427/429-like),1.000000,0.000000,PLEARN-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,scorpio call: Alt alleles 11; Ref alleles 0; Amb alleles 0
SEARCH-11354,B.1,0.0,0.9925495739884614,,,,PLEARN-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,
SEARCH-11355,B.1.427,0.0,0.9995067349649023,,,,PLEARN-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,
SEARCH-11356,B.1.427,0.0,0.9998103402495923,,,,PLEARN-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,
SEARCH-11357,B.1.241,0.0,0.9997344562042411,,,,PLEARN-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,
SEARCH-11358,B.1.2,0.0,0.9995826535645179,,,,PLEARN-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,
SEARCH-11359,B.1.427,0.0,0.9996965098634294,,,,PLEARN-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,
SEARCH-11362,B.1.1.7,0.0,0.9998103402495923,Alpha (B.1.1.7-like),0.782600,0.130400,PLEARN-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,scorpio call: Alt alleles 18; Ref alleles 3; Amb alleles 0
SEARCH-11363,B.1,0.0,0.9996206085438956,,,,PLEARN-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,
SEARCH-11364,B.1.1.7,0.0,0.999202945306866,Alpha (B.1.1.7-like),0.782600,0.130400,PLEARN-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,scorpio call: Alt alleles 18; Ref alleles 3; Amb alleles 0
SEARCH-11365,B.1.429,0.0,0.9991649586274957,Epsilon (B.1.427/429-like),0.909100,0.000000,PLEARN-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,scorpio call: Alt alleles 10; Ref alleles 0; Amb alleles 1
SEARCH-11366,B.1.2,0.0,0.9993928354584092,,,,PLEARN-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,
SEARCH-11367,B.1.427,0.0,0.9908916953693073,,,,PLEARN-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,
SEARCH-11368,B.1.427,0.0,0.9996585606434235,,,,PLEARN-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,
SEARCH-11369,B.1.427,0.0,0.996078431372549,,,,PLEARN-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,
SEARCH-11370,B.1.429,0.0,0.9971856697345401,Epsilon (B.1.427/429-like),1.000000,0.000000,PLEARN-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,scorpio call: Alt alleles 11; Ref alleles 0; Amb alleles 0
SEARCH-11371,B.1.429,0.0,0.9997344562042411,Epsilon (B.1.427/429-like),1.000000,0.000000,PLEARN-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,scorpio call: Alt alleles 11; Ref alleles 0; Amb alleles 0
SEARCH-11374,B.1.1.7,0.0,0.9985567793391569,Alpha (B.1.1.7-like),0.782600,0.130400,PLEARN-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,scorpio call: Alt alleles 18; Ref alleles 3; Amb alleles 0
SEARCH-11375,B.1.427,0.0,0.9992789100155604,,,,PLEARN-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,
SEARCH-11376,B.1.1.7,0.0,0.9985567793391569,Alpha (B.1.1.7-like),0.782600,0.130400,PLEARN-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,scorpio call: Alt alleles 18; Ref alleles 3; Amb alleles 0
SEARCH-11377,B.1.2,0.0,0.9995826535645179,,,,PLEARN-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,
SEARCH-11378,B.1.1.519,0.0,0.9993548631930477,,,,PLEARN-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,
SEARCH-11379,B.1.2,0.0,0.9942403783804402,,,,PLEARN-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,
SEARCH-11380,B.1.429,0.0,0.9989369779802582,Epsilon (B.1.427/429-like),0.909100,0.000000,PLEARN-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,scorpio call: Alt alleles 10; Ref alleles 0; Amb alleles 1
SEARCH-11381,B.1.427,0.0,0.9787761425251743,,,,PLEARN-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,
SEARCH-11382,B.1.1.7,0.0,0.9937414135246527,Alpha (B.1.1.7-like),0.782600,0.130400,PLEARN-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,scorpio call: Alt alleles 18; Ref alleles 3; Amb alleles 0
SEARCH-11383,B.1.429,0.0,0.9993548631930477,Epsilon (B.1.427/429-like),1.000000,0.000000,PLEARN-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,scorpio call: Alt alleles 11; Ref alleles 0; Amb alleles 0
SEARCH-11384,B.1.427,0.0,0.9965750818174899,,,,PLEARN-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,
SEARCH-11385,B.1.1.7,0.0,0.9999620738043766,Alpha (B.1.1.7-like),0.782600,0.130400,PLEARN-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,scorpio call: Alt alleles 18; Ref alleles 3; Amb alleles 0
SEARCH-11386,B.1.427,0.0,0.9998103402495923,,,,PLEARN-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,
SEARCH-11387,B.1.429,0.0,0.9992789100155604,Epsilon (B.1.427/429-like),1.000000,0.000000,PLEARN-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,scorpio call: Alt alleles 11; Ref alleles 0; Amb alleles 0
SEARCH-11388,B.1.1.7,0.0,0.9996965098634294,Alpha (B.1.1.7-like),0.782600,0.130400,PLEARN-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,scorpio call: Alt alleles 18; Ref alleles 3; Amb alleles 0
SEARCH-11389,B.1.427,0.0,0.9996965098634294,,,,PLEARN-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,
SEARCH-11390,B.1.1.7,0.0,0.9982904684116553,Alpha (B.1.1.7-like),0.782600,0.130400,PLEARN-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,scorpio call: Alt alleles 18; Ref alleles 3; Amb alleles 0
SEARCH-11391,B.1.427,0.0,0.9988989711074832,,,,PLEARN-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,
SEARCH-11392,B.1.1.7,0.0,0.9999620738043766,Alpha (B.1.1.7-like),0.782600,0.130400,PLEARN-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,scorpio call: Alt alleles 18; Ref alleles 3; Amb alleles 0
SEARCH-11393,B.1.427,0.0,0.9989749819672753,,,,PLEARN-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,
SEARCH-11394,B.1.1.7,0.0,0.9994687713440085,Alpha (B.1.1.7-like),0.782600,0.130400,PLEARN-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,scorpio call: Alt alleles 18; Ref alleles 3; Amb alleles 0
SEARCH-11395,B.1.427,0.0,0.9979478604545109,,,,PLEARN-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,
SEARCH-11396,B.1.427,0.0,0.9995826535645179,,,,PLEARN-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,
SEARCH-11397,B.1.429,0.0,0.9994687713440085,Epsilon (B.1.427/429-like),1.000000,0.000000,PLEARN-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,scorpio call: Alt alleles 11; Ref alleles 0; Amb alleles 0
SEARCH-11398,B.1.1.7,0.0,0.9994308048419535,Alpha (B.1.1.7-like),0.782600,0.130400,PLEARN-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,scorpio call: Alt alleles 18; Ref alleles 3; Amb alleles 0
SEARCH-11399,B.1.429,0.0,0.9968804686905577,Epsilon (B.1.427/429-like),1.000000,0.000000,PLEARN-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,scorpio call: Alt alleles 11; Ref alleles 0; Amb alleles 0
SEARCH-11400,B.1.1.7,0.0,0.9995826535645179,Alpha (B.1.1.7-like),0.782600,0.130400,PLEARN-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,scorpio call: Alt alleles 18; Ref alleles 3; Amb alleles 0
SEARCH-11401,B.1.429,0.0,0.9961166527069215,Epsilon (B.1.427/429-like),0.909100,0.000000,PLEARN-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,scorpio call: Alt alleles 10; Ref alleles 0; Amb alleles 1
SEARCH-11402,B.1.429,0.0,0.9989749819672753,Epsilon (B.1.427/429-like),1.000000,0.000000,PLEARN-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,scorpio call: Alt alleles 11; Ref alleles 0; Amb alleles 0
SEARCH-11403,B.1.1.7,0.0,0.9990889766170665,Alpha (B.1.1.7-like),0.782600,0.130400,PLEARN-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,scorpio call: Alt alleles 18; Ref alleles 3; Amb alleles 0
SEARCH-11404,B.1.427,0.0,1.0,,,,PLEARN-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,
SEARCH-11405,B.1.427,0.0,0.9983665716999051,,,,PLEARN-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,
SEARCH-11406,B.1.429,0.0,0.9997344562042411,Epsilon (B.1.427/429-like),1.000000,0.000000,PLEARN-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,scorpio call: Alt alleles 11; Ref alleles 0; Amb alleles 0
SEARCH-11407,B.1.232,0.0,0.9952751105014479,,,,PLEARN-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,
SEARCH-11408,B.1.429,0.0,0.9993548631930477,Epsilon (B.1.427/429-like),1.000000,0.000000,PLEARN-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,scorpio call: Alt alleles 11; Ref alleles 0; Amb alleles 0
SEARCH-11409,B.1.429,0.0,0.9942787397970859,Epsilon (B.1.427/429-like),1.000000,0.000000,PLEARN-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,scorpio call: Alt alleles 11; Ref alleles 0; Amb alleles 0
SEARCH-11410,B.1.2,0.0,0.9937414135246527,,,,PLEARN-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,
SEARCH-11411,B.1.427,0.0,0.9980240158078736,,,,PLEARN-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,
SEARCH-11412,B.1,0.0,0.998404619007825,,,,PLEARN-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,
SEARCH-11413,B.1.2,0.0,0.999050981285351,,,,PLEARN-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,
SEARCH-11414,B.1.427,0.0,0.9957725558898579,,,,PLEARN-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,
SEARCH-11415,B.1.1.7,0.0,0.9985948121985493,Alpha (B.1.1.7-like),0.782600,0.130400,PLEARN-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,scorpio call: Alt alleles 18; Ref alleles 3; Amb alleles 0
SEARCH-11416,B.1.427,0.0,0.9997344562042411,,,,PLEARN-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,
SEARCH-11417,B.1.429,0.0,0.9915863545969099,Epsilon (B.1.427/429-like),1.000000,0.000000,PLEARN-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,scorpio call: Alt alleles 11; Ref alleles 0; Amb alleles 0
SEARCH-11418,B.1.1.222,0.0,0.9989369779802582,,,,PLEARN-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,
SEARCH-11419,B.1.427,0.0,0.9984807049529019,,,,PLEARN-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,
SEARCH-11420,B.1.429,0.0,0.9949687452355542,Epsilon (B.1.427/429-like),1.000000,0.000000,PLEARN-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,scorpio call: Alt alleles 11; Ref alleles 0; Amb alleles 0
SEARCH-11421,B.1.1.7,0.0,0.9998103402495923,Alpha (B.1.1.7-like),0.782600,0.130400,PLEARN-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,scorpio call: Alt alleles 18; Ref alleles 3; Amb alleles 0
SEARCH-11422,B.1.2,0.0,0.9989369779802582,,,,PLEARN-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,
SEARCH-11423,B.1.429,0.0,0.9984426634253808,Epsilon (B.1.427/429-like),1.000000,0.000000,PLEARN-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,scorpio call: Alt alleles 11; Ref alleles 0; Amb alleles 0
SEARCH-11424,B.1.1.7,0.0,0.9993928354584092,Alpha (B.1.1.7-like),0.782600,0.130400,PLEARN-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,scorpio call: Alt alleles 18; Ref alleles 3; Amb alleles 0
SEARCH-11425,B.1.427,0.0,0.9994308048419535,,,,PLEARN-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,
SEARCH-11426,B.1.429,0.0,0.9989369779802582,Epsilon (B.1.427/429-like),1.000000,0.000000,PLEARN-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,scorpio call: Alt alleles 11; Ref alleles 0; Amb alleles 0
SEARCH-11427,B.1.429,0.0,0.9988229487033451,Epsilon (B.1.427/429-like),1.000000,0.000000,PLEARN-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,scorpio call: Alt alleles 11; Ref alleles 0; Amb alleles 0
SEARCH-11428,B.1.1.7,0.0,0.996154871131077,Alpha (B.1.1.7-like),0.782600,0.130400,PLEARN-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,scorpio call: Alt alleles 18; Ref alleles 3; Amb alleles 0
SEARCH-11429,B.1.1.7,0.0,0.9991269690643386,Alpha (B.1.1.7-like),0.782600,0.130400,PLEARN-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,scorpio call: Alt alleles 18; Ref alleles 3; Amb alleles 0
SEARCH-11430,B.1.427,0.0,0.9985187435907175,,,,PLEARN-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,
SEARCH-11431,B.1.1.222,0.0,0.9987088934457355,,,,PLEARN-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,
SEARCH-11432,B.1.577,0.0,0.9995446957049628,,,,PLEARN-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,
SEARCH-11433,B.1.565,0.0,0.9998482779547868,,,,PLEARN-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,
SEARCH-11434,B.1.1.7,0.0,0.9979478604545109,Alpha (B.1.1.7-like),0.782600,0.130400,PLEARN-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,scorpio call: Alt alleles 18; Ref alleles 3; Amb alleles 0
SEARCH-11435,B.1.427,0.0,0.9993168880455408,,,,PLEARN-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,
SEARCH-11436,B.1.1.7,0.0,0.9979859395781874,Alpha (B.1.1.7-like),0.782600,0.130400,PLEARN-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,scorpio call: Alt alleles 18; Ref alleles 3; Amb alleles 0
SEARCH-11437,B.1.429,0.0,0.9986328421692238,Epsilon (B.1.427/429-like),1.000000,0.000000,PLEARN-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,scorpio call: Alt alleles 11; Ref alleles 0; Amb alleles 0
SEARCH-11438,B.1.609,0.0,0.9995067349649023,,,,PLEARN-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,
SEARCH-11439,B.1.1.7,0.0,0.9992789100155604,Alpha (B.1.1.7-like),0.782600,0.130400,PLEARN-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,scorpio call: Alt alleles 18; Ref alleles 3; Amb alleles 0
SEARCH-11440,B.1.2,0.0,0.9986328421692238,,,,PLEARN-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,
SEARCH-11441,B.1.429,0.0,0.9995067349649023,Epsilon (B.1.427/429-like),1.000000,0.000000,PLEARN-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,scorpio call: Alt alleles 11; Ref alleles 0; Amb alleles 0
SEARCH-11442,B.1.1.519,0.0,0.9997723996661861,,,,PLEARN-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,
SEARCH-11443,B.1.429,0.0,0.9998862127820974,Epsilon (B.1.427/429-like),1.000000,0.000000,PLEARN-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,scorpio call: Alt alleles 11; Ref alleles 0; Amb alleles 0
SEARCH-11444,B.1.427,0.0,0.9824412457067881,,,,PLEARN-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,
SEARCH-11445,B.1.427,0.0,0.9992789100155604,,,,PLEARN-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,
SEARCH-11446,B.1.427,0.0,0.9996965098634294,,,,PLEARN-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,
SEARCH-11447,B.1.2,0.0,0.9987469147522309,,,,PLEARN-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,
SEARCH-11448,B.1.427,0.0,0.9968041394003957,,,,PLEARN-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,
SEARCH-11449,B.1.1.7,0.0,0.9993928354584092,Alpha (B.1.1.7-like),0.782600,0.130400,PLEARN-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,scorpio call: Alt alleles 18; Ref alleles 3; Amb alleles 0
SEARCH-11450,B.1.427,0.0,0.9995446957049628,,,,PLEARN-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,
SEARCH-11451,B.1.429,0.0,0.9985948121985493,Epsilon (B.1.427/429-like),1.000000,0.000000,PLEARN-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,scorpio call: Alt alleles 11; Ref alleles 0; Amb alleles 0
SEARCH-11452,B.1.429,0.0,0.9999241447318516,Epsilon (B.1.427/429-like),1.000000,0.000000,PLEARN-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,scorpio call: Alt alleles 11; Ref alleles 0; Amb alleles 0
SEARCH-11453,B.1.429,0.0,0.9982524124306663,Epsilon (B.1.427/429-like),1.000000,0.000000,PLEARN-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,scorpio call: Alt alleles 11; Ref alleles 0; Amb alleles 0
SEARCH-11454,B.1.427,0.0,0.99470052232262,,,,PLEARN-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,
SEARCH-11455,B.1.396,0.0,0.9992409291027782,,,,PLEARN-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,
SEARCH-11456,B.1.429,0.0,0.9940485273920342,Epsilon (B.1.427/429-like),1.000000,0.000000,PLEARN-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,scorpio call: Alt alleles 11; Ref alleles 0; Amb alleles 0
SEARCH-11457,B.1.427,0.0,0.9952751105014479,,,,PLEARN-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,
SEARCH-11458,B.1.429,0.0,0.9985187435907175,Epsilon (B.1.427/429-like),1.000000,0.000000,PLEARN-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,scorpio call: Alt alleles 11; Ref alleles 0; Amb alleles 0
SEARCH-11459,B.1.429,0.0,0.9978716935238674,Epsilon (B.1.427/429-like),1.000000,0.000000,PLEARN-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,scorpio call: Alt alleles 11; Ref alleles 0; Amb alleles 0
SEARCH-11460,B.1.427,0.0,0.9942403783804402,,,,PLEARN-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,
SEARCH-11461,B.1.1.368,0.0,0.9996965098634294,,,,PLEARN-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,
SEARCH-11462,B.1.427,0.0,0.9996206085438956,,,,PLEARN-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,
SEARCH-11463,B.1.1.7,0.0,0.9996585606434235,Alpha (B.1.1.7-like),0.782600,0.130400,PLEARN-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,scorpio call: Alt alleles 18; Ref alleles 3; Amb alleles 0
SEARCH-11464,B.1.427,0.0,0.9964605137963845,,,,PLEARN-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,
SEARCH-11465,B.1.429,0.0,0.9992789100155604,Epsilon (B.1.427/429-like),1.000000,0.000000,PLEARN-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,scorpio call: Alt alleles 11; Ref alleles 0; Amb alleles 0
SEARCH-11466,B.1.1.7,0.0,0.9993928354584092,Alpha (B.1.1.7-like),0.782600,0.130400,PLEARN-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,scorpio call: Alt alleles 18; Ref alleles 3; Amb alleles 0
SEARCH-11467,B.1.427,0.0,0.9995446957049628,,,,PLEARN-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,
SEARCH-11468,B.1.427,0.0,0.9995067349649023,,,,PLEARN-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,
SEARCH-11469,B.1.232,0.0,0.9989369779802582,,,,PLEARN-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,
SEARCH-11470,B.1.427,0.0,0.9998103402495923,,,,PLEARN-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,
SEARCH-11471,B.1.429,0.0,0.9986708692515095,Epsilon (B.1.427/429-like),1.000000,0.000000,PLEARN-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,scorpio call: Alt alleles 11; Ref alleles 0; Amb alleles 0
SEARCH-11472,B.1.427,0.0,0.9979859395781874,,,,PLEARN-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,
SEARCH-11473,B.1.1.7,0.0,0.9997723996661861,Alpha (B.1.1.7-like),0.782600,0.130400,PLEARN-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,scorpio call: Alt alleles 18; Ref alleles 3; Amb alleles 0
SEARCH-11474,B.1.1.7,0.0,1.0,Alpha (B.1.1.7-like),0.782600,0.130400,PLEARN-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,scorpio call: Alt alleles 18; Ref alleles 3; Amb alleles 0
SEARCH-11475,B.1.1.519,0.0,0.9988229487033451,,,,PLEARN-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,
SEARCH-11476,B.1.1.7,0.0,0.9984807049529019,Alpha (B.1.1.7-like),0.782600,0.130400,PLEARN-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,scorpio call: Alt alleles 18; Ref alleles 3; Amb alleles 0
SEARCH-11477,B.1.427,0.0,0.9993928354584092,,,,PLEARN-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,
SEARCH-11478,B.1.1.7,0.0,0.999202945306866,Alpha (B.1.1.7-like),0.782600,0.130400,PLEARN-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,scorpio call: Alt alleles 18; Ref alleles 3; Amb alleles 0
SEARCH-11479,B.1.429,0.0,0.9996585606434235,Epsilon (B.1.427/429-like),1.000000,0.000000,PLEARN-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,scorpio call: Alt alleles 11; Ref alleles 0; Amb alleles 0
SEARCH-11480,B.1.429,0.0,0.9994308048419535,Epsilon (B.1.427/429-like),1.000000,0.000000,PLEARN-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,scorpio call: Alt alleles 11; Ref alleles 0; Amb alleles 0
SEARCH-11482,B.1.429,0.0,0.9997723996661861,Epsilon (B.1.427/429-like),1.000000,0.000000,PLEARN-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,scorpio call: Alt alleles 11; Ref alleles 0; Amb alleles 0
SEARCH-11484,B.1.429,0.0,0.9997723996661861,Epsilon (B.1.427/429-like),1.000000,0.000000,PLEARN-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,scorpio call: Alt alleles 11; Ref alleles 0; Amb alleles 0
SEARCH-11485,B.1.429,0.0,0.9989749819672753,Epsilon (B.1.427/429-like),0.909100,0.000000,PLEARN-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,scorpio call: Alt alleles 10; Ref alleles 0; Amb alleles 1
SEARCH-11490,B.1.427,0.0,0.9945088468578401,,,,PLEARN-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,
SEARCH-11491,B.1.429,0.0,0.998404619007825,Epsilon (B.1.427/429-like),1.000000,0.000000,PLEARN-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,scorpio call: Alt alleles 11; Ref alleles 0; Amb alleles 0
SEARCH-11493,B.1.429,0.0,0.9988609613486218,Epsilon (B.1.427/429-like),1.000000,0.000000,PLEARN-v1.2.6,3.0.5,2021-05-27,v1.2.6,passed_qc,scorpio call: Alt alleles 11; Ref alleles 0; Amb alleles 0
